Character,Pinyin,Zhuyin,Definition,ExtendedDefinition
繁多,fan2duo1,ㄈㄢˊㄉㄨㄛˉ,Diverse,have many varieties; various
不容,bu4rong2,ㄅㄨˋㄖㄨㄥˊ,Not tolerate,not to tolerate; not allow; not brook
釋放,shi4fang4,ㄕˋㄈㄤˋ,freed,release; set free; discharge
概況,gai4kuang4,ㄍㄞˋㄎㄨㄤˋ,Overview,general situation; summary
解說,jie3shuo1,ㄐㄧㄝˇㄕㄨㄛˉ,Explain,to explain orally; to comment
嫉妒,ji2du4,ㄐㄧˊㄉㄨˋ,envy,jealousy; envy
答覆,da2fu4,ㄉㄚˊㄈㄨˋ,reply,reply
優勢,you1shi4,ㄧㄡˉㄕˋ,Advantage,advantage; superiority; dominant position
導致,dao3zhi4,ㄉㄠˇㄓˋ,lead to,lead to; bring about; to cause
更動,geng1dong4,ㄍㄥˉㄉㄨㄥˋ,Move,change; alter
家家戶戶,jia1jia1hu4hu4,ㄐㄧㄚˉㄐㄧㄚˉㄏㄨˋㄏㄨˋ,each and every family,every family and household
開頭,kai1tou2,ㄎㄞˉㄊㄡˊ,beginning,beginning
開頭兒,kai1tou2r5,ㄎㄞˉㄊㄡˊr˙,Start,opening move; beginning; front; initiative; first step
基督,Ji1du1,Jiˉㄉㄨˉ,Christ,Jesus Christ
創辦,chuang4ban4,ㄔㄨㄤˋㄅㄢˋ,Start,launch; found; establish
住戶,zhu4hu4,ㄓㄨˋㄏㄨˋ,Resident,household;  inhabitant; householder
信賴,xin4lai4,ㄒㄧㄣˋㄌㄞˋ,trust,trust; have confidence in; confide
病情,bing4qing2,ㄅㄧㄥˋㄑㄧㄥˊ,Condition,state of an illness; patient's condition
投機,tou2ji1,ㄊㄡˊㄐㄧˉ,Speculation,speculate (financial markets); be opportunistic
油條,you2tiao2,ㄧㄡˊㄊㄧㄠˊ,Fritter,deep-fried dough stick
瘟疫,wen1yi4,ㄨㄣˉㄧˋ,plague,epidemic; pestilence; plague
雷,lei2,ㄌㄟˊ,thunder,thunder
洽談,qia4tan2,ㄑㄧㄚˋㄊㄢˊ,Discuss,discuss; negotiate (business); to consult; to make arrangements with; to talk over with; talks; negotiations
自治,zi4zhi4,ㄗˋㄓˋ,autonomy,autonomy; autonomous; self-government
搏斗,bo2dou4,ㄅㄛˊㄉㄡˋ,fight,fight; struggle; wrestle
峭壁,qiao4bi4,ㄑㄧㄠˋㄅㄧˋ,cliff,precipice
籠子,long2zi5,ㄌㄨㄥˊㄗ˙,cage,cage; coop; basket
迎,ying2,ㄧㄥˊ,welcome,to welcome; greet; to face
水泥,shui3ni2,ㄕㄨㄟˇㄋㄧˊ,cement,cement
活兒,huo2r5,ㄏㄨㄛˊr˙,Live,(colloquial) work; lots of things to do
集結,ji2jie2,ㄐㄧˊㄐㄧㄝˊ,Assemble,accumulate; to mass (of troops)
佇立,zhu4li4,ㄓㄨˋㄌㄧˋ,Stand up,(literally) stand a long time
紫外線,zi3wai4xian4,ㄗˇㄨㄞˋㄒㄧㄢˋ,Ultraviolet,ultraviolet rays; UV radiation
精華,jing1hua2,ㄐㄧㄥˉㄏㄨㄚˊ,Essence,most important part of an object; essence; quintessence
曆屆,li4jie4,ㄌㄧˋㄐㄧㄝˋ,Previous,all previous (sessions governments etc)
比擬,bi3ni3,ㄅㄧˇㄋㄧˇ,match,compare; draw a parallel; analogy; metaphor
插曲,cha1qu3,ㄔㄚˉㄑㄩˇ,episode,insert songs; interlude; incidental music
流水,liu2shui3,ㄌㄧㄡˊㄕㄨㄟˇ,Flowing water,running water
復蘇,fu4su1,ㄈㄨˋㄙㄨˉ,recovery,to recover; to resuscitate
動機,dong4ji1,ㄉㄨㄥˋㄐㄧˉ,motivation,motive; motivation; intention
淨,jing4,ㄐㄧㄥˋ,net,clean; cleanse; all gone; all; only
治安,zhi4'an1,ㄓˋ'ㄢˉ,Law and order,law and order; public security
概,gai4,ㄍㄞˋ,General,generally; outline; without exception
霜,shuang1,ㄕㄨㄤˉ,Frost,frost
實證,shi2zheng4,ㄕˊㄓㄥˋ,Evidence,actual proof; concrete evidence; empirical
譬如,pi4ru2,ㄆㄧˋㄖㄨˊ,for example,for example; for instance; such as
病菌,bing4jun1,ㄅㄧㄥˋㄐㄩㄣˉ,Germ,harmful bacteria; germs
辛勤,xin1qin2,ㄒㄧㄣˉㄑㄧㄣˊ,Hard -working,hardworking; diligent; industrious
耕地,geng1di4,ㄍㄥˉㄉㄧˋ,arable land,arable land; to plow land
捆,kun3,ㄎㄨㄣˇ,bundle,a bunch; tie together; bind; (mw for bundles)
品種,pin3zhong3,ㄆㄧㄣˇㄓㄨㄥˇ,Variety,breed; variety
各自,ge4zi4,ㄍㄜˋㄗˋ,respective,each; respective; apiece
公安,gong1'an1,ㄍㄨㄥˉ'ㄢˉ,public security,public security
他人,ta1ren2,ㄊㄚˉㄖㄣˊ,others,other person; someone else; others
管子,guan3zi5,ㄍㄨㄢˇㄗ˙,tube,tube; pipe; drinking straw
寬广,kuan1guang3,ㄎㄨㄢˉㄍㄨㄤˇ,broad,wide; broad; extensive
恐嚇,kong3he4,ㄎㄨㄥˇㄏㄜˋ,Intimidation,intimidate; threaten
展望,zhan3wang4,ㄓㄢˇㄨㄤˋ,Look forward to,outlook; prospect; to look ahead; look forward to
沙啞,sha1ya3,ㄕㄚˉㄧㄚˇ,hoarse,hoarse; husky; raucous
負,fu4,ㄈㄨˋ,burden,to bear; to lose; negative
生育,sheng1yu4,ㄕㄥˉㄩˋ,Fertility,give birth; bring up (children)
辛酸,xin1suan1,ㄒㄧㄣˉㄙㄨㄢˉ,bitter,pungent; bitter; miserable
互惠,hu4hui4,ㄏㄨˋㄏㄨㄟˋ,Reciprocal,reciprocal; mutual
采納,cai3na4,ㄘㄞˇㄋㄚˋ,adoption,accept; adopt (idea plan proposal)
領悟,ling3wu4,ㄌㄧㄥˇㄨˋ,Understand,comprehend; to grasp; to fathom
形體,xing2ti3,ㄒㄧㄥˊㄊㄧˇ,Body,figure; form and structure
西洋,xi1yang2,ㄒㄧˉㄧㄤˊ,Western,occident; the Western world
局部,ju2bu4,ㄐㄩˊㄅㄨˋ,Partial,part; local
創傷,chuang1shang1,ㄔㄨㄤˉㄕㄤˉ,trauma,trauma; wound
碑,bei1,ㄅㄟˉ,monument,monument; upright stone tablet; stele
見證,jian4zheng4,ㄐㄧㄢˋㄓㄥˋ,witness,to witness; clear proof
破案,po4'an4,ㄆㄛˋ'ㄢˋ,Break the case,clear up a case
戒,jie4,ㄐㄧㄝˋ,Abstinence,warn against; swear off; (finger) ring; give up (a habit)
遲鈍,chi2dun4,ㄔˊㄉㄨㄣˋ,slow,slow (witted); stupid; dull
守,shou3,ㄕㄡˇ,Shou,to guard; keep watch; observe (rules and rituals)
違背,wei2bei4,ㄨㄟˊㄅㄟˋ,Violate,violate; go against
奇異,qi2yi4,ㄑㄧˊㄧˋ,Strange,strange; bizarre; odd; astonishing
誘惑,you4huo4,ㄧㄡˋㄏㄨㄛˋ,lure,tempt; temptation; lure; attract
未婚夫,wei4hun1fu1,ㄨㄟˋㄏㄨㄣˉㄈㄨˉ,fiancé,fiancé
心事,xin1shi4,ㄒㄧㄣˉㄕˋ,Mind,sth. weighing on one's mind; a worry
急救,ji2jiu4,ㄐㄧˊㄐㄧㄡˋ,first aid,first aid; emergency treatment
報刊,bao4kan1,ㄅㄠˋㄎㄢˉ,press,newspapers and periodicals; the press
武士,wu3shi4,ㄨˇㄕˋ,warrior,warrior; samurai
節儉,jie2jian3,ㄐㄧㄝˊㄐㄧㄢˇ,frugal,frugal
波浪,bo1lang4,ㄅㄛˉㄌㄤˋ,wave,wave
遮,zhe1,ㄓㄜˉ,cover,conceal; hide from view; obstruct
注重,zhu4zhong4,ㄓㄨˋㄓㄨㄥˋ,Focus on,to pay attention to; to emphasize
贊助,zan4zhu4,ㄗㄢˋㄓㄨˋ,sponsor,to support; to sponsor; assistance
眼界,yan3jie4,ㄧㄢˇㄐㄧㄝˋ,Vision,field of vision/view; outlook
品味,pin3wei4,ㄆㄧㄣˇㄨㄟˋ,taste,to taste; to sample; one's taste (in music fasion etc)
分解,fen1jie3,ㄈㄣˉㄐㄧㄝˇ,break down,decompose; break down; to resolve (math/physics)
狹小,xia2xiao3,ㄒㄧㄚˊㄒㄧㄠˇ,narrow,narrow and small
萬事,wan4shi4,ㄨㄢˋㄕˋ,everything,all things
風潮,feng1chao2,ㄈㄥˉㄔㄠˊ,Tide,tempest; wave (of popular sentiment etc.); craze or fad
打賭,da3du3,ㄉㄚˇㄉㄨˇ,bet,make a bet; wager
愚蠢,yu2chun3,ㄩˊㄔㄨㄣˇ,madness,silly; stupid; foolish
報案,bao4'an4,ㄅㄠˋ'ㄢˋ,Report,report a case to security authorities
克制,ke4zhi4,ㄎㄜˋㄓˋ,restraint,restrain; take a firm hold on
總裁,zong3cai2,ㄗㄨㄥˇㄘㄞˊ,President,head examiner; director-general; president; governor; director of a business; C.E.O.
周密,zhou1mi4,ㄓㄡˉㄇㄧˋ,careful,meticulous; careful; thorough; dense; impenetrable
學徒,xue2 tu2,ㄒㄩㄝˊ ㄊㄨˊ,apprentice,apprentice
距,ju4,ㄐㄩˋ,distance,at a distance; distance; be apart
可見,ke3jian4,ㄎㄜˇㄐㄧㄢˋ,visible,it can clearly be seen that; clear
黨員,dang3yuan2,ㄉㄤˇㄩㄢˊ,Party member,political party member
期待,qi1dai4,ㄑㄧˉㄉㄞˋ,expect,look forward to; await; expectation
虔誠,qian2cheng2,ㄑㄧㄢˊㄔㄥˊ,Pious,devout; pious
遺傳,yi2chuan2,ㄧˊㄔㄨㄢˊ,Inheritance,inherit (genetically); hereditary
失落,shi1luo4,ㄕˉㄌㄨㄛˋ,Lose,lose; drop (sth.); feel a loss
吉利,ji2li4,ㄐㄧˊㄌㄧˋ,auspicious,lucky; auspicious; Geely (Chinese car manufacturer)
依賴,yi1lai4,ㄧˉㄌㄞˋ,rely,depend on; rely on
打發,da3fa5,ㄉㄚˇㄈㄚ˙,Pass,dispatch somebody to do something; to send sb. away; to pass the time
黑名單,hei1ming2dan1,ㄏㄟˉㄇㄧㄥˊㄉㄢˉ,blacklist,blacklist; blocked people on social media
再生,zai4sheng1,ㄗㄞˋㄕㄥˉ,regeneration,be reborn; regenerate; recycle
旅途,lv3tu2,lvˇㄊㄨˊ,Journey,journey; trip
擴張,kuo4zhang1,ㄎㄨㄛˋㄓㄤˉ,expansion,expansion; extension
上旬,shang4xun2,ㄕㄤˋㄒㄩㄣˊ,In the early days,first third of a month
會談,hui4tan2,ㄏㄨㄟˋㄊㄢˊ,talks,talks; discussions
考場,kao3chang3,ㄎㄠˇㄔㄤˇ,examination room,examination hall or room
不法,bu4fa3,ㄅㄨˋㄈㄚˇ,illegal,lawless; illegal; unlawful
認錯,ren4cuo4,ㄖㄣˋㄘㄨㄛˋ,Admit a mistake,admit one's mistakes; mistake ... for ...
可觀,ke3guan1,ㄎㄜˇㄍㄨㄢˉ,considerable,worth seeing; considerable; impressive; sizable; significant
臉龐,lian3pang2,ㄌㄧㄢˇㄆㄤˊ,Face,shape of a face
丘陵,qiu1ling2,ㄑㄧㄡˉㄌㄧㄥˊ,hills,hills
飛彈,fei1dan4,ㄈㄟˉㄉㄢˋ,missile,missile
前景,qian2jing3,ㄑㄧㄢˊㄐㄧㄥˇ,prospect,outlook; future (prospects); foreground
整體,zheng3ti3,ㄓㄥˇㄊㄧˇ,overall,whole; entirety
財政,cai2zheng4,ㄘㄞˊㄓㄥˋ,financial,public finances; financial
包袱,bao1fu5,ㄅㄠˉㄈㄨ˙,burden,bundle wrapped in cloth; burden
自身,zi4shen1,ㄗˋㄕㄣˉ,itself,itself; oneself
臘月,la4yue4,ㄌㄚˋㄩㄝˋ,Lunar month,twelfth lunar month
排除,pai2chu2,ㄆㄞˊㄔㄨˊ,exclude,eliminate; get rid of; remove
大道,da4dao4,ㄉㄚˋㄉㄠˋ,Avenue,main street; thoroughfare
不肖,bu2xiao4,ㄅㄨˊㄒㄧㄠˋ,unworthy,unworthy
末期,mo4qi1,ㄇㄛˋㄑㄧˉ,Ending,last phase; final phase
次要,ci4yao4,ㄘˋㄧㄠˋ,secondary,secondary; less important
追究,zhui1jiu1,ㄓㄨㄟˉㄐㄧㄡˉ,Investigate,investigate; look into; find out
撤銷,che4xiao1,ㄔㄜˋㄒㄧㄠˉ,Revoke,to cancel; to rescind; to revoke; to repeal; {computing} undo
學制,xue2zhi4,ㄒㄩㄝˊㄓˋ,Academic system,educational system; length of schooling
遺志,yi2zhi4,ㄧˊㄓˋ,Legacy,deathbed behest
權威,quan2wei1,ㄑㄩㄢˊㄨㄟˉ,authority,authority; authoritative
疙瘩,ge1da5,ㄍㄜˉㄉㄚ˙,pimple,swelling or lump on skin
致詞,zhi4 ci2,ㄓˋ ㄘˊ,Give a speech,make a small speech; make some remarks
惡化,e4hua4,ㄜˋㄏㄨㄚˋ,deterioration,worsen; deteriorate
輕薄,qing1bo2,ㄑㄧㄥˉㄅㄛˊ,Light,frivolous; giddy; philandering
道地,dao4di4,ㄉㄠˋㄉㄧˋ,Authenticity,authentic; original; genuine
予,yu3,ㄩˇ,give,give; grant; bestow (archaic) I; me
干燥,gan1zao4,ㄍㄢˉㄗㄠˋ,dry,dry; dryness
沐浴,mu4yu4,ㄇㄨˋㄩˋ,Bathe,bathe; immerse
時髦,shi2mao2,ㄕˊㄇㄠˊ,fashionable,fashionable; stylish
偶而,ou3'er2,ㄡˇ'ㄦˊ,Occasionally,occasionally; once in a while
爾,er3,ㄦˇ,you,(archaic) you; that; thus
動亂,dong4luan4,ㄉㄨㄥˋㄌㄨㄢˋ,turmoil,turmoil; upheaval; disturbance
解渴,jie3ke3,ㄐㄧㄝˇㄎㄜˇ,Quench,quench thirst
入超,ru4chao1,ㄖㄨˋㄔㄠˉ,Overtake,trade deficit
賄賂,hui4lu4,ㄏㄨㄟˋㄌㄨˋ,bribe,to bribe; bribery
酒店,jiu3dian4,ㄐㄧㄡˇㄉㄧㄢˋ,hotel,hotel; wine shop; liquor store
小販,xiao3fan4,ㄒㄧㄠˇㄈㄢˋ,Hawker,peddler; vendor; hawker
混濁,hun4zhuo2,ㄏㄨㄣˋㄓㄨㄛˊ,turbid,muddy; dirty; turbid
隨同,sui2tong2,ㄙㄨㄟˊㄊㄨㄥˊ,accompanying,accompanying
叫好,jiao4hao3,ㄐㄧㄠˋㄏㄠˇ,Applaud,cheer on; commend; acclaim
轉手,zhuan3shou3,ㄓㄨㄢˇㄕㄡˇ,Turn to,transfer; pass on to another
急躁,ji2zao4,ㄐㄧˊㄗㄠˋ,impatient,irritable; impetuous; impatient
來客,lai2ke4,ㄌㄞˊㄎㄜˋ,Visit,guest
等候,deng3hou4,ㄉㄥˇㄏㄡˋ,waiting,wait; queue
糾紛,jiu1fen1,ㄐㄧㄡˉㄈㄣˉ,dispute,dispute; quarrel; issue
草叢,cao3cong2,ㄘㄠˇㄘㄨㄥˊ,Grass,a thick growth of grass; underbrush
成全,cheng2quan2,ㄔㄥˊㄑㄩㄢˊ,Complete,help somebody succeed; make something complete
蒸,zheng1,ㄓㄥˉ,Steam,to steam; to braise; evaporate
老年,lao3nian2,ㄌㄠˇㄋㄧㄢˊ,elderly,elderly; old age
冒險,mao4xian3,ㄇㄠˋㄒㄧㄢˇ,adventure,adventure; take a risk; take chances
入世,ru4shi4,ㄖㄨˋㄕˋ,Enter the world,enter the World Trade Organization (WTO); step into society
山峰,shan1feng1,ㄕㄢˉㄈㄥˉ,mountain peak,mountain peak
報酬,bao4chou5,ㄅㄠˋㄔㄡ˙,remuneration,reward; remuneration; pay
木刻,mu4ke4,ㄇㄨˋㄎㄜˋ,Woodcut,carved in wood; wood carving
連線,lian2xian4,ㄌㄧㄢˊㄒㄧㄢˋ,Connect,be connected via computer
達,da2,ㄉㄚˊ,Reach,to reach; attain; inform; prominent; until
轟動,hong1dong4,ㄏㄨㄥˉㄉㄨㄥˋ,sensation,cause a sensation; cause a stir
報復,bao4fu5,ㄅㄠˋㄈㄨ˙,revenge,retaliate; revenge
退化,tui4hua4,ㄊㄨㄟˋㄏㄨㄚˋ,Degenerate,to atrophy; degenerate
匆忙,cong1mang2,ㄘㄨㄥˉㄇㄤˊ,hurry,hasty; hurried
賭場,du3chang3,ㄉㄨˇㄔㄤˇ,casino,casino
重用,zhong4yong4,ㄓㄨㄥˋㄩㄥˋ,Reuse,put someone in an important position; (chóng-: reuse)
攻讀,gong1du2,ㄍㄨㄥˉㄉㄨˊ,Study,major (in a field); specialize
水稻,shui3dao4,ㄕㄨㄟˇㄉㄠˋ,Rice,rice; paddy
演變,yan3bian4,ㄧㄢˇㄅㄧㄢˋ,Evolve,develop; evolve
轉移,zhuan3yi2,ㄓㄨㄢˇㄧˊ,Transfer,to shift; divert; migrate
指控,zhi3kong4,ㄓˇㄎㄨㄥˋ,Accusation,accuse; allegation
爭奪,zheng1duo2,ㄓㄥˉㄉㄨㄛˊ,Fight for,fight over; vie for; scramble for
塵土,chen2tu3,ㄔㄣˊㄊㄨˇ,dust,dust
必,bi4,ㄅㄧˋ,must,certainly; must; necessarily; will
巡邏,xun2luo2,ㄒㄩㄣˊㄌㄨㄛˊ,patrol,to patrol (police army or navy)
囑咐,zhu3fu4,ㄓㄨˇㄈㄨˋ,Call,enjoin; to tell; exhort
好手,hao3shou3,ㄏㄠˇㄕㄡˇ,Good hand,expert; past master
個數,ge4shu4,ㄍㄜˋㄕㄨˋ,Number,number
脂肪,zhi1fang2,ㄓˉㄈㄤˊ,Fat,fat (material)
鋁,lv3,lvˇ,aluminum,aluminum
把手,ba3shou5,ㄅㄚˇㄕㄡ˙,handle,knob; handle; grip
清廉,qing1lian2,ㄑㄧㄥˉㄌㄧㄢˊ,honest,honest; uncorrupted
由來,you2lai2,ㄧㄡˊㄌㄞˊ,origin,origin; source
通用,tong1yong4,ㄊㄨㄥˉㄩㄥˋ,Universal,in common use; interchangeable; General Motors
聽寫,ting1xie3,ㄊㄧㄥˉㄒㄧㄝˇ,dictation,to dictate; dictation
輿論,yu2lun4,ㄩˊㄌㄨㄣˋ,public opinion,public opinion
興起,xing1qi3,ㄒㄧㄥˉㄑㄧˇ,Rise,to rise; spring up; come into vogue; burgeon
虐待,nve4dai4,nvㄜˋㄉㄞˋ,Abuse,to abuse; maltreat; tyrannize
態勢,tai4shi4,ㄊㄞˋㄕˋ,situation,a state; a situation
必備,bi4bei4,ㄅㄧˋㄅㄟˋ,Must,must have; essential
在世,zai4shi4,ㄗㄞˋㄕˋ,living,be alive
洪水,hong2shui3,ㄏㄨㄥˊㄕㄨㄟˇ,flood,flood
福气,fu2qi4,ㄈㄨˊㄑㄧˋ,Blessing,good fortune; happy lot
機率,ji1lv4,ㄐㄧˉlvˋ,Probability,probability
深厚,shen1hou4,ㄕㄣˉㄏㄡˋ,deep,deep; profound; solid
連任,lian2ren4,ㄌㄧㄢˊㄖㄣˋ,Re -election,re-elect; renew one's term of office
著想,zhuo2xiang3,ㄓㄨㄛˊㄒㄧㄤˇ,Think,consider
哼,heng1,ㄏㄥˉ,Humph,groan; snort; to hum; croon
自制,zi4zhi4,ㄗˋㄓˋ,self made,self-control
夢見,meng4jian4,ㄇㄥˋㄐㄧㄢˋ,dream,dream; see in a dream
套房,tao4fang2,ㄊㄠˋㄈㄤˊ,suite,apartment; suite (of rooms)
師範,shi1fan4,ㄕˉㄈㄢˋ,Teacher,teacher-training; pedagogical; normal (school)
機動,ji1dong4,ㄐㄧˉㄉㄨㄥˋ,Mobility,motorized; mobile; flexible
變形,bian4 xing2,ㄅㄧㄢˋ ㄒㄧㄥˊ,Deformation,become deformed; change shape
油田,you2tian2,ㄧㄡˊㄊㄧㄢˊ,oilfield,oil field
打烊,da3yang4,ㄉㄚˇㄧㄤˋ,Snooze,to close shop in the evening
屆時,jie4shi2,ㄐㄧㄝˋㄕˊ,Then,at that appointed time; on the occasion
主義,zhu3yi4,ㄓㄨˇㄧˋ,Doctrine,-ism; ideology
個體,ge4ti3,ㄍㄜˋㄊㄧˇ,individual,individual
八字,ba1zi4,ㄅㄚˉㄗˋ,character,"character ""8""; eight birthdate characters used in fortune-telling"
喘,chuan3,ㄔㄨㄢˇ,asthma,breathe heavily; to pant; gasp; asthma
加緊,jia1jin3,ㄐㄧㄚˉㄐㄧㄣˇ,intensify,to intensify; to speed up; to step up
來賓,lai2bin1,ㄌㄞˊㄅㄧㄣˉ,guest,guest; visitor
頑強,wan2qiang2,ㄨㄢˊㄑㄧㄤˊ,tenacious,indomitable; staunch; tenacious; hard to defeat
同心,tong2xin1,ㄊㄨㄥˊㄒㄧㄣˉ,concentric,united at heart; of one mind; concentric
謎,mi2,ㄇㄧˊ,puzzle,riddle; mystery
幅度,fu2du4,ㄈㄨˊㄉㄨˋ,Amplitude,width; margin; extent; range
回升,hui2sheng1,ㄏㄨㄟˊㄕㄥˉ,Rise,rise again
軍艦,jun1jian4,ㄐㄩㄣˉㄐㄧㄢˋ,warship,warship; naval vessel
破除,po4chu2,ㄆㄛˋㄔㄨˊ,get rid of,eliminate; do away with; eradicate
不動產,bu2dong4chan3,ㄅㄨˊㄉㄨㄥˋㄔㄢˇ,real estate,real estate; immovable property; immovables
賣座,mai4zuo4,ㄇㄞˋㄗㄨㄛˋ,Seller,draw large audiences (for a performance); box office success
經典,jing1dian3,ㄐㄧㄥˉㄉㄧㄢˇ,classic,classics; scriptures; classical; classic (example case etc); typical
逃稅,tao2shui4,ㄊㄠˊㄕㄨㄟˋ,tax evasion,tax evasion
知足,zhi1zu2,ㄓˉㄗㄨˊ,Contented,to know contentment (hence happiness)
賜,ci4,ㄘˋ,Give,bestow; confer; favour; grant; gift
燒香,shao1xiang1,ㄕㄠˉㄒㄧㄤˉ,Burn incense,burn incense before an idol or a buddha
自行,zi4xing2,ㄗˋㄒㄧㄥˊ,On my own,do by oneself; voluntary; autonomous
光輝,guang1hui1,ㄍㄨㄤˉㄏㄨㄟˉ,Glorious,radiance; brilliance; glory
天敵,tian1di2,ㄊㄧㄢˉㄉㄧˊ,Natural enemy,natural predator
來得,lai2de5,ㄌㄞˊㄉㄜ˙,Come to,can do; be equal to
分裂,fen1lie4,ㄈㄣˉㄌㄧㄝˋ,Split,split up; to divide; separate
某些,mou3xie1,ㄇㄡˇㄒㄧㄝˉ,some,some; certain
在場,zai4chang3,ㄗㄞˋㄔㄤˇ,Be present,be at the scene
共鳴,gong4ming2,ㄍㄨㄥˋㄇㄧㄥˊ,resonance,physical resonance; sympathetic response to something
隧道,sui4dao4,ㄙㄨㄟˋㄉㄠˋ,tunnel,tunnel
頓時,dun4shi2,ㄉㄨㄣˋㄕˊ,Immediately,immediately; suddenly; at once
安頓,an1dun4,ㄢˉㄉㄨㄣˋ,Settle down,settle down; find a place for;  undisturbed; peaceful
撮合,cuo1he5,ㄘㄨㄛˉㄏㄜ˙,Match,play matchmaker; act as a middleman; reconcile
果樹,guo3shu4,ㄍㄨㄛˇㄕㄨˋ,Fruit tree,fruit tree
地域,di4yu4,ㄉㄧˋㄩˋ,area,region; zone; district
阻力,zu3li4,ㄗㄨˇㄌㄧˋ,resistance,obstacle; resistance; drag
絕跡,jue2ji4,ㄐㄩㄝˊㄐㄧˋ,Unintelligo,disappear; vanish; eradicated; extinct; break off relations
購,gou4,ㄍㄡˋ,purchase,buy; purchase; procure
效勞,xiao4lao2,ㄒㄧㄠˋㄌㄠˊ,Serve,to help; serve someone
套裝,tao4zhuang1,ㄊㄠˋㄓㄨㄤˉ,Set,suit (of clothes); outfit
搖晃,yao2huang4,ㄧㄠˊㄏㄨㄤˋ,shake,to rock; falter; to shake; to sway
背誦,bei4song4,ㄅㄟˋㄙㄨㄥˋ,recite,recite
收費,shou1fei4,ㄕㄡˉㄈㄟˋ,TOLL,charges; fees; collect a fee
而是,er2shi4,ㄦˊㄕˋ,But,rather; but
避難,bi4nan4,ㄅㄧˋㄋㄢˋ,Refuge,shelter; take refuge; seek asylum
子彈,zi3dan4,ㄗˇㄉㄢˋ,bullet,bullet; cartridge
盛裝,sheng4zhuang1,ㄕㄥˋㄓㄨㄤˉ,Costume,splendid attire; best clothes
保安,bao3'an1,ㄅㄠˇ'ㄢˉ,security guard,ensure public security; security personnel
內閣,nei4ge2,ㄋㄟˋㄍㄜˊ,cabinet,(government) cabinet
外祖母,wai4zu3mu3,ㄨㄞˋㄗㄨˇㄇㄨˇ,Grandmother,maternal grandmother
突兀,tu1wu4,ㄊㄨˉㄨˋ,unexpected,towering; lofty; sudden; abrupt
健身,jian4shen1,ㄐㄧㄢˋㄕㄣˉ,fitness,work out; body-building; fitness
纖維,xian1wei2,ㄒㄧㄢˉㄨㄟˊ,fiber,fiber
官,guan1,ㄍㄨㄢˉ,official,an official; governmental; organ (of the body)
精致,jing1zhi4,ㄐㄧㄥˉㄓˋ,Exquisite,exquisite; delicate; refined
動向,dong4xiang4,ㄉㄨㄥˋㄒㄧㄤˋ,trend,movement; trend; tendency
社論,she4lun4,ㄕㄜˋㄌㄨㄣˋ,editorial,editorial; leading article
作物,zuo4wu4,ㄗㄨㄛˋㄨˋ,crop,crop
意味,yi4wei4,ㄧˋㄨㄟˋ,mean,meaning; implication
應徵,ying4zheng1,ㄧㄥˋㄓㄥˉ,Apply,apply (for a job); reply to a job advertisement
涉及,she4ji2,ㄕㄜˋㄐㄧˊ,Involve,in relation to; touch upon; involve; concern
草藥,cao3yao4,ㄘㄠˇㄧㄠˋ,Herbal medicine,herbal medicine
列車,lie4che1,ㄌㄧㄝˋㄔㄜˉ,train,train (railway term)
合約,he2yue1,ㄏㄜˊㄩㄝˉ,contract,an agreement; a contract; treaty
法令,fa3ling4,ㄈㄚˇㄌㄧㄥˋ,decree,laws and decrees; ordinance
貨幣,huo4bi4,ㄏㄨㄛˋㄅㄧˋ,currency,currency; money
中立,zhong1li4,ㄓㄨㄥˉㄌㄧˋ,neutral,neutral; neutrality
擔負,dan1fu4,ㄉㄢˉㄈㄨˋ,Bear,to shoulder; to bear; take on; be charged with
取樣,qu3yang4,ㄑㄩˇㄧㄤˋ,sampling,sample; sampling
呼吁,hu1yu4,ㄏㄨˉㄩˋ,call,call on (sb. to do sth.); appeal
體系,ti3xi4,ㄊㄧˇㄒㄧˋ,system,system; setup
眉頭,mei2tou2,ㄇㄟˊㄊㄡˊ,brow,eyebrow; brow
狀元,zhuang4yuan2,ㄓㄨㄤˋㄩㄢˊ,Champion,top scorer in the Chinese imperial examination; number one scholar
餐具,can1ju4,ㄘㄢˉㄐㄩˋ,tableware,dishware; tableware; cutlery
啟,qi3,ㄑㄧˇ,start,open; to start; explain
刻薄,ke4bo2,ㄎㄜˋㄅㄛˊ,mean,sarcastic; cutting; mean
增值,zeng1zhi2,ㄗㄥˉㄓˊ,Value -added,increase in value; appreciate
非凡,fei1fan2,ㄈㄟˉㄈㄢˊ,extraordinary,extraordinary; outstanding
清潔,qing1jie2,ㄑㄧㄥˉㄐㄧㄝˊ,clean,to clean; clean; unpolluted; purity
培育,pei2yu4,ㄆㄟˊㄩˋ,Cultivate,to help grow; to nurture; to breed
保重,bao3zhong4,ㄅㄠˇㄓㄨㄥˋ,Take care of yourself,take care (of oneself)
查明,cha2ming2,ㄔㄚˊㄇㄧㄥˊ,Find out,investigate and bring out into the open; ascertain
國防,guo2fang2,ㄍㄨㄛˊㄈㄤˊ,national defense,national defense
一度,yi2du4,ㄧˊㄉㄨˋ,one time,for a time; at one time; one time; once
有緣,you3yuan2,ㄧㄡˇㄩㄢˊ,Have a destiny,brought together by fate; predestined
客機,ke4ji1,ㄎㄜˋㄐㄧˉ,airliner,passenger flight; passenger plane
